Mutant	Formula	Neg_R1	Neg_R2	Neg_R3	Pos_R1	Pos_R2	Pos_R3
M74707	C3H6O4	117.9143058	56.87817649	103.3467013			
M74707	C9H11NO3				47.24371893	40.29378293	49.63667114
M74707	C4H6O3	7.26739655	7.019824469	7.489132504			
M74707	C6H11NO4				17.92841066	21.48630933	29.2396754
M74707	C9H16N2O5				14.43904224	30.73046766	28.01115323
M74707	C4H6O4	5.683053516	5.378997274	5.406399617			
M74707	C7H10O7	5.956133544	5.6878913	7.211264468			
M74707	C4H9NO3				11.6307321	14.73727699	9.085632283
M74707	C5H8N2O5				21.79184985	20.18950039	20.71060064
M74707	C6H14N2O2				22.3731174	25.85117753	24.95631513
M74707	C6H13O9P	338.2263297	261.8380415	326.2457574			
M74707	C5H6O5	24.0547582	23.8785212	25.24045357			
M74707	C7H7NO2				2.713825901	4.062565678	2.245093872
M74707	C11H15N5O3S				43.91002326	51.86283352	54.82413552
M74707	C4H6O5	9.072018856	9.391001452	10.04488226			
M74707	C7H14N2O3				12.75818699	11.38551279	12.02031114
M74707	C7H12O5	24.25811041	22.49220549	29.26974934			
M74707	C3H7NO2				244.626641	182.8751917	230.1599968
M74707	C9H11NO2				294.5209812	270.4289253	349.0347059
M74707	C5H8N2O2						
M74707	C6H11NO3				87.21595347	48.22056737	76.49960981
M74707	C6H10O5	22.16355624	18.99458885	18.56043179			
M74707	C5H10N2O3	8.690472937	8.573150237	10.45034154			
M74707	C9H10O4	1.202470166	1.089702437	1.173750993			
M74707	C4H7NO2				657.5578969	588.8573271	750.1369895
M74707	C5H4N4O				4.275113288	4.902736184	4.59333287
M74707	C8H13NO5				0.263206381	0.276497698	0.295551108
M74707	C4H9NO2				76.91521053	49.20563569	89.38955603
M74707	C8H11NO				4.393386506	2.103823657	3.442027161
M74707	C7H8O6	1.456959711	1.700107778	1.080761001			
M74707	C5H6O4	1.852483141	1.434004535	1.797596165			
M74707	C6H11NO2				10.06303838	21.33866241	23.67356903
M74707	C3H6N2				20.34575857	20.32955686	16.82518577
M74707	C6H10N2O3				8.618214092	7.9069716	9.052414729
M74707	C6H12N2O3				38.95157283	34.90920176	43.59039191
M74707	C7H14N2O4				0.447257433		0.554725459
M74707	C10H13N5O5				0.397334488	0.812586672	1.634513114
M74707	C7H11NO4				8.438067084	5.376203595	9.850331233
M74707	C3H5O6P						
M74707	C4H7NO4				217.6703801	198.7192024	264.6679413
M74707	C6H13N3O3				65.51232691	58.62535284	86.07343844
M74707	C5H12N2O2				24.23473701	16.26931187	27.12078538
M74707	C5H5N5				14.78748252	16.79895322	18.09999894
M74707	C6H14N4O2				25.64273056	16.32375276	23.07199117
M74707	C6H10O6	83.3610715	76.00918145	90.82897051			
M74707	C3H7NO2S				15.86744104	13.23413492	14.51921955
M74707	C20H31N3O19P2		0.675001488	0.575939287			
M74707	C3H4O3	3.164537573	2.28648949	2.89053608			
M74707	C8H14N2O5S				5.666479961	4.541108836	4.9385179
M74707	C8H11NO3				0.222810212	2.745968582	1.269576022
M74707	C5H11O7P	3.275707116	3.30560016	3.892379223			
M74707	C6H9N3O2				7.361003298	7.784994103	7.973047267
M74707	C6H11NO3S				3.673585387	8.087392565	6.751833233
M74707	C2H5NO2				10.03683588	103.9377467	62.87208802
M74707	C3H6O3	4.509093346	2.908998925	4.79403146			
M74707	C5H5NO2				21.38755735	21.7396333	21.51557724
M74707	C3H5NO2				18.2862228	19.81229685	21.61043566
M74707	C6H10O3	7.066350853	8.051223037	7.817487903			
M74707	C6H8O7	113.9677069	90.88104695	127.4736262			
M74707	C7H11NO5				64.85453448	66.22310048	85.01543588
M74707	C3H4O4	1.577795193	1.457370898	1.493181171			
M74707	C5H11NO2				367.5148103	338.5313802	435.6082315
M74707	C11H18N2O7				19.28433304	18.04550583	20.13848681
M74707	C6H12O6	3.29065236	4.008304799	3.751904073			
M74707	C11H19NO8				2.849687705	3.90123782	1.615254348
M74707	C5H8O5	29.47405683	32.79027568	34.82909348			
PA14A	C3H5O6P	1.650036887	1.60555425	1.451412018			
PA14A	C4H7NO4				199.5926535	232.5721787	187.237132
PA14A	C6H13N3O3				99.07815729	88.6767647	71.30000323
PA14A	C6H14N4O2				23.19515317	21.21169278	18.22636894
PA14A	C5H5N5				33.56970622	21.49432591	18.80354045
PA14A	C5H12N2O2				23.31473521	21.35417482	18.26321647
PA14A	C6H10O6	78.49319747	91.50813939	76.4060331			
PA14A	C3H7NO2S				11.07812377	17.59566469	12.00774626
PA14A	C5H6O4	1.45502155	2.139567753	1.870290412			
PA14A	C7H8O6	1.283820849	1.021214964	1.268509776			
PA14A	C6H11NO2				15.63231294	18.03299228	17.27499164
PA14A	C3H6N2				17.73936855	17.60890566	33.77539308
PA14A	C6H10N2O3				11.07337949	11.76497526	7.489977196
PA14A	C10H13N5O5				1.557909461	1.1390874	1.686965665
PA14A	C7H11NO4				11.14356554	11.59925347	9.349254855
PA14A	C7H14N2O4						
PA14A	C6H12N2O3				43.20619255	54.85837593	44.97768058
PA14A	C5H5NO2				14.59175009	15.46158304	18.02197412
PA14A	C3H5NO2				16.62865019	18.7376893	17.43340572
PA14A	C6H8O7	117.8977571	137.7498172	109.5693027			
PA14A	C6H10O3	7.55431075	7.944799214	9.121755688			
PA14A	C7H11NO5				61.30675638	71.52250094	56.84855825
PA14A	C3H4O4	1.920257167	1.333009363	1.294944267			
PA14A	C11H19NO8				0.761362296	1.093231758	0.695640644
PA14A	C6H12O6	3.767941198	3.311191101	3.217323787			
PA14A	C5H8O5	9.826586326	10.33141338	9.518228415			
PA14A	C5H11NO2				244.5799844	268.669648	236.7305985
PA14A	C11H18N2O7				21.54991438	28.129637	16.77385398
PA14A	C3H4O3	4.124487284	4.811328074	3.822003376			
PA14A	C20H31N3O19P2						
PA14A	C8H11NO3				2.457847042	1.677489997	1.439334509
PA14A	C8H14N2O5S				7.14439919	8.836308491	6.00343045
PA14A	C5H11O7P	3.46363518	3.149202585	2.020640311			
PA14A	C6H9N3O2				17.75001356	8.439992996	11.92142712
PA14A	C6H11NO3S				8.318203806	9.896087148	7.967129791
PA14A	C3H6O3	18.12933857	4.376675195	4.487041068			
PA14A	C2H5NO2				121.4710096	87.52483124	67.44824513
PA14A	C5H7NO3				22.75326199	24.35179574	21.39589384
PA14A	C15H22N6O5S				6.108117862	7.973839343	6.443497415
PA14A	C4H4O4	1.873202382	1.823145708	2.180926324			
PA14A	C5H9NO4	763.1194651	933.6235046	745.4854627			
PA14A	C3H6O4	52.54127776	62.4359753	66.56305113			
PA14A	C9H11NO3				48.86673776	47.91772721	40.23238553
PA14A	C4H6O3	6.876699877	8.895390458	6.919792846			
PA14A	C9H16N2O5				13.73418187	14.52779637	10.97608223
PA14A	C6H11NO4				15.21258194	17.84558737	13.29438658
PA14A	C6H12O4	3.516029842	4.154182515	3.313656003			
PA14A	C3H7NO3				1046.694646	989.1164059	1033.853448
PA14A	C6H6O6	5.688797347	7.251861725	6.181787316			
PA14A	C9H15N4O8P				12.44270933	9.242176059	11.93717975
PA14A	C5H8O4	1.645402621	2.221024439	2.298009907			
PA14A	C6H13NO2				338.9395684	272.3609434	323.5392384
PA14A	C5H9NO5				30.16753192	31.26132863	27.04137373
PA14A	C5H10O4	8.106872744	10.67533901	7.481871995			
PA14A	C3H4O2	0.619752656	1.120699681	0.834247978			
PA14A	C11H12N2O2				14.25815664	13.44369695	11.16026349
PA14A	C5H9NO2				50.96847085	63.2280678	47.02598925
PA14A	C7H10O4	3.562854533	4.281343561	2.982934272			
PA14A	C10H13N5O4				0.490993868		0.272038847
PA14A	C9H11NO2				138.3681192	163.81783	125.7870921
PA14A	C5H8N2O2						0.331850929
PA14A	C6H11NO3				34.76711036	45.93233451	42.83366336
PA14A	C5H10N2O3	4.887189978	5.701849661	4.383490967			
PA14A	C6H10O5	17.54763256	18.06163942	18.50814953			
PA14A	C9H10O4	0.707669687	1.249933671	0.843185121			
PA14A	C4H7NO2				545.8090487	683.7279094	545.8728544
PA14A	C5H4N4O				4.104801489	6.300501663	3.770614728
PA14A	C4H9NO2				31.74447992	34.21006749	31.80535844
PA14A	C8H13NO5				0.611190918	0.269828802	
PA14A	C8H11NO				4.153873169	2.887577817	2.885810113
PA14A	C4H9NO3				14.45594826	13.7952189	9.692455591
PA14A	C7H10O7	5.414320091	6.557618982	5.356656749			
PA14A	C4H6O4	5.058947483	5.091545112	4.590315141			
PA14A	C5H8N2O5				8.960060413	10.53089624	9.216194905
PA14A	C6H14N2O2				16.24470071	16.53011045	15.28520828
PA14A	C6H13O9P	215.4211658	282.4880647	208.1246256			
PA14A	C5H6O5	25.60613469	31.5786389	26.02857496			
PA14A	C4H6O5	11.56428461	9.218573993	7.714806888			
PA14A	C7H7NO2				2.418867912	3.075353847	4.340691412
PA14A	C11H15N5O3S				30.52179704	39.96949866	33.52888594
PA14A	C7H14N2O3				5.727933852	7.167930859	4.630146708
PA14A	C7H12O5	29.7222488	36.67259061	31.20126258			
PA14A	C3H7NO2				322.5210732	274.1847441	234.1592439
PA14B	C5H6O4	1.850406311	0.985655146	1.163134995			
PA14B	C7H8O6	1.150211468	1.392517904	1.393290751			
PA14B	C6H11NO2				17.36374546	13.38786716	12.6268398
PA14B	C3H6N2				16.23396605	19.72179418	20.27070101
PA14B	C6H10N2O3				11.55646092	12.13820727	11.16077574
PA14B	C6H12N2O3				51.23022932	51.03828072	47.92235347
PA14B	C10H13N5O5				1.333932928	0.901757236	0.273011874
PA14B	C7H14N2O4				0.408181947	1.109422912	0.394467364
PA14B	C7H11NO4				5.994882751	13.93729645	5.582458529
PA14B	C3H5O6P	0.962834069	1.925213435	1.130639743			
PA14B	C5H5N5				17.4012958	18.79020679	18.25769477
PA14B	C5H12N2O2				23.87819105	15.19061017	18.34006425
PA14B	C6H14N4O2				21.01558353	24.57973251	18.43680646
PA14B	C6H13N3O3				105.3816785	93.48464832	83.56592295
PA14B	C4H7NO4				232.957437	227.4066725	207.7222656
PA14B	C6H10O6	94.13546862	101.4879038	99.22097667			
PA14B	C3H7NO2S				13.63205589	14.7305733	11.76401268
PA14B	C20H31N3O19P2						
PA14B	C3H4O3	2.369917161	4.994245952	2.627836805			
PA14B	C6H9N3O2				8.512875627	9.300415129	8.079634924
PA14B	C5H11O7P	2.805180325	2.605701292	2.897989291			
PA14B	C8H14N2O5S				11.56353479	9.973245662	8.854036926
PA14B	C8H11NO3				1.660183696	1.668934981	1.960916016
PA14B	C2H5NO2				94.94078669	37.70398296	89.03065089
PA14B	C3H6O3	4.14202089	4.115102545	1.794636416			
PA14B	C6H11NO3S				9.845077155	8.654744153	8.295478927
PA14B	C5H5NO2				21.64172863	14.86503343	18.35877955
PA14B	C6H10O3	8.21584651	8.053929586	9.642218042			
PA14B	C6H8O7	132.0062079	132.8094399	121.1854579			
PA14B	C3H5NO2				19.94336357	21.75413067	17.95745588
PA14B	C7H11NO5				69.74388802	81.27082427	62.6383684
PA14B	C5H11NO2				238.4476445	221.9091929	205.3824473
PA14B	C11H18N2O7				28.09932999	23.22105978	22.02701709
PA14B	C11H19NO8				1.465988062	0.404134367	1.510673995
PA14B	C6H12O6	3.266577385	2.242086815	3.130551868			
PA14B	C5H8O5	9.119205808	11.43923786	11.1302389			
PA14B	C3H4O4	1.023779304	1.912740958	1.399925002			
PA14B	C6H6O6	6.630399657	9.212338334	7.776794759			
PA14B	C3H7NO3				1009.349172	1179.139514	1004.369997
PA14B	C6H12O4	4.60868001	5.304162687	5.032963473			
PA14B	C9H15N4O8P				11.5073241	10.30275496	10.49304353
PA14B	C5H8O4	1.748071447	2.081050744	2.353859382			
PA14B	C3H4O2	1.140001101	0.500643955	0.639965103			
PA14B	C5H10O4	15.74461239	16.97822016	16.67630866			
PA14B	C5H9NO5				46.28223462	34.69521768	36.14637738
PA14B	C6H13NO2				295.7176949	291.171265	281.1936577
PA14B	C10H13N5O4				0.273453798	0.525404395	0.653802271
PA14B	C7H10O4	4.260440256	4.695376556	4.375005956			
PA14B	C5H9NO2				68.49189601	61.2273785	57.08462899
PA14B	C11H12N2O2				11.84288954	10.92240568	12.01480525
PA14B	C15H22N6O5S				5.664029182	6.16512202	7.397246635
PA14B	C5H7NO3				36.50261125	30.01987972	29.34588012
PA14B	C4H4O4	1.698763284	1.881634468	1.945584764			
PA14B	C4H6O3	7.716353751	8.430226658	9.117700147			
PA14B	C9H11NO3				50.69823151	50.79809117	43.33164361
PA14B	C5H9NO4	989.0951333	938.4652571	962.6634786			
PA14B	C3H6O4	63.84721384	54.52127174	47.11597758			
PA14B	C6H11NO4				21.45914555	23.10679768	10.98033251
PA14B	C9H16N2O5				12.49145761	10.76471255	14.75816684
PA14B	C5H8N2O5				10.40227226	11.75338585	11.39530723
PA14B	C7H10O7	8.09657282	8.329867004	7.789813484			
PA14B	C4H6O4	5.166898595	5.267672908	5.183532965			
PA14B	C4H9NO3				16.31250524	12.20811665	16.91660331
PA14B	C6H13O9P	295.8990914	326.3110239	283.0328852			
PA14B	C6H14N2O2				16.28270512	14.43810422	9.915195412
PA14B	C11H15N5O3S				36.74520287	33.14855851	32.61625874
PA14B	C7H7NO2				3.142027058	5.335419125	2.766343488
PA14B	C4H6O5	9.79087279	8.227058925	7.242861528			
PA14B	C5H6O5	30.1014274	31.11091543	31.44996372			
PA14B	C3H7NO2				302.4817348	275.2642425	245.7082566
PA14B	C7H12O5	30.57518555	38.62130631	37.25095703			
PA14B	C7H14N2O3				6.155807078	8.445615219	6.33288151
PA14B	C9H11NO2				167.4641449	157.1821817	142.1633711
PA14B	C6H11NO3				56.49283545	74.02948294	51.33004631
PA14B	C9H10O4	1.239050806	1.038840286	1.099567938			
PA14B	C5H8N2O2						0.355398664
PA14B	C5H10N2O3	8.940965486	7.71826299	7.572100927			
PA14B	C6H10O5	16.84172317	14.86165674	15.48416773			
PA14B	C5H4N4O				4.274222942	4.4028388	3.101789456
PA14B	C4H7NO2				730.3516935	704.4452524	680.6208316
PA14B	C8H11NO				2.470117375	2.470899927	3.606820596
PA14B	C8H13NO5				0.623237738	0.275756858	0.629452619
PA14B	C4H9NO2				25.09177306	30.31821938	23.95183749
S86968	C3H6O4	141.1982135	59.27730593	65.33551662			
S86968	C5H9NO4	812.7370965	715.1897714	829.6008585			
S86968	C9H11NO3				41.79440141	35.50426903	46.20669192
S86968	C4H6O3	5.663860836	5.169101837	6.405392644			
S86968	C6H11NO4				2.964510134	3.347110767	3.717218695
S86968	C9H16N2O5				16.59171552	16.02477704	16.70762963
S86968	C15H22N6O5S				11.61980469	10.09977809	12.16371677
S86968	C5H7NO3				41.41572929	31.28338527	43.51485569
S86968	C4H4O4	1.621409331	1.764870719	1.678134514			
S86968	C5H10O4	18.19825357	16.03006312	16.33796436			
S86968	C5H9NO5				29.79971878	30.59967409	37.74520572
S86968	C6H13NO2				455.0086935	339.7325401	529.7388022
S86968	C3H4O2	0.661642876	0.696607698	0.535936757			
S86968	C11H12N2O2				8.760248707	7.943024828	9.046198007
S86968	C5H9NO2				44.71796277	41.47381247	50.00972104
S86968	C10H13N5O4				3.06635848	3.043178738	3.27778249
S86968	C7H10O4	7.03535589	6.077154644	8.561689025			
S86968	C6H12O4	3.268126052	2.415021092	3.609275503			
S86968	C6H6O6	8.651913557	8.294067204	11.39748003			
S86968	C3H7NO3				1045.350333	1002.324398	1037.164743
S86968	C9H15N4O8P				10.83481347	11.75446309	9.742232452
S86968	C5H8O4	2.068157888	2.114043565	1.984335767			
S86968	C4H7NO2				632.4120515	548.472672	656.7999761
S86968	C5H4N4O				4.205211829	4.115734508	4.99391678
S86968	C8H13NO5				0.262096979	0.482031453	0.346267214
S86968	C4H9NO2				47.44872362	37.59093448	51.59179942
S86968	C8H11NO				2.72529502	3.017814546	2.592462219
S86968	C9H11NO2				208.4791798	178.5319552	231.0955369
S86968	C6H11NO3				11.3614718	13.93921802	12.11332951
S86968	C6H10O5	21.8803164	18.0470968	17.39259285			
S86968	C5H8N2O2						
S86968	C9H10O4	1.146530848	1.036800553	1.286414718			
S86968	C5H10N2O3	10.22170885	8.067062187	10.60975014			
S86968	C5H6O5	18.92030975	18.99005589	22.38500288			
S86968	C7H7NO2				5.496003756	6.007467605	5.069791228
S86968	C11H15N5O3S				53.13659379	48.59545264	50.86559035
S86968	C4H6O5	9.033358947	7.861385966	7.836542123			
S86968	C7H14N2O3				13.19525626	10.84147368	12.18871448
S86968	C7H12O5	50.40984423	43.50977363	58.16095197			
S86968	C3H7NO2				290.5799378	234.0607576	355.8660989
S86968	C4H6O4	7.588892055	6.468221299	5.669337568			
S86968	C7H10O7	6.227384807	5.493796106	7.276042015			
S86968	C4H9NO3				12.51407622	8.949352359	15.67177503
S86968	C5H8N2O5				16.05771222	13.97301246	16.69303497
S86968	C6H14N2O2				19.69793554	18.31965182	20.78835235
S86968	C6H13O9P	397.6502897	351.3771737	432.5931195			
S86968	C6H10O6	122.2225482	107.7904003	130.723835			
S86968	C3H7NO2S				14.37138118	12.40592754	13.44201377
S86968	C3H5O6P	0.324073282	0.25678899	0.598026167			
S86968	C6H13N3O3				45.16648579	42.41119235	55.29593271
S86968	C4H7NO4				274.1257429	238.6683325	280.3986698
S86968	C5H12N2O2				14.17529704	13.71929263	21.28370995
S86968	C5H5N5				42.57389726	18.18368584	52.69170984
S86968	C6H14N4O2				20.75974988	23.89826485	21.79022953
S86968	C3H6N2				21.11091455	19.00065526	16.73693632
S86968	C6H10N2O3				4.22083875	6.656720429	8.722623385
S86968	C6H12N2O3				37.51702484	35.50597011	43.18285576
S86968	C10H13N5O5				2.859365657	3.121023332	2.436009886
S86968	C7H14N2O4				0.382170289	0.896817147	0.426501745
S86968	C7H11NO4				6.433817183	5.759575715	5.788983269
S86968	C5H6O4	2.714046946	3.020165014	2.19373423			
S86968	C7H8O6	1.379187613	0.918879636	1.352739896			
S86968	C6H11NO2				30.91925886	27.56832256	32.74623329
S86968	C7H11NO5				60.39989406	57.51286197	54.89779256
S86968	C3H4O4	0.757238046	1.028190802	1.28020218			
S86968	C11H18N2O7				27.22192082	21.416617	25.65703346
S86968	C5H11NO2				665.1110441	608.3812991	836.8990424
S86968	C6H12O6	4.186568548	4.401749184	3.590046373			
S86968	C11H19NO8				0.570124113		0.296338869
S86968	C5H8O5	14.98469325	13.44060955	16.82855312			
S86968	C5H5NO2				18.94617705	15.31131542	17.94741421
S86968	C3H5NO2				17.98661821	16.43329135	24.82871616
S86968	C6H10O3	6.858556799	7.354458547	7.726555248			
S86968	C6H8O7	134.6879101	115.9829203	133.8388727			
S86968	C8H14N2O5S				10.45950798	8.726499015	11.78029724
S86968	C8H11NO3				1.927566277	1.640688087	1.072516877
S86968	C5H11O7P	2.711455927	4.552298128	2.728775134			
S86968	C6H9N3O2				10.48119786	7.893638086	11.41737761
S86968	C6H11NO3S				1.343772818	0.415181941	0.798637958
S86968	C2H5NO2				66.99872215	85.87285593	67.87314955
S86968	C3H6O3	3.650917927	3.070911637	14.47759121			
S86968	C20H31N3O19P2						
S86968	C3H4O3	4.430168623	6.080291188	5.225083475			
T38079	C3H6N2				28.00293104	39.11144289	25.30150103
T38079	C6H10N2O3				6.513002558	10.84728254	9.211900388
T38079	C7H11NO4				10.85469184	11.00689924	12.87505665
T38079	C10H13N5O5				2.375354386	3.041426136	3.036009484
T38079	C7H14N2O4						0.602330876
T38079	C6H12N2O3				26.81317694	30.6542233	32.33186497
T38079	C7H8O6	2.081139645	1.588502626	1.334080575			
T38079	C5H6O4	2.284012907	2.347408028	2.53677679			
T38079	C6H11NO2				11.48114309	18.31938187	19.03519233
T38079	C6H10O6	95.42290853	103.9402966	108.2932327			
T38079	C3H7NO2S				7.509020084	11.75179183	6.983373601
T38079	C3H5O6P						
T38079	C6H14N4O2				20.46440858	22.33512452	23.02669717
T38079	C5H12N2O2				23.66992347	18.05446725	23.76872521
T38079	C5H5N5				23.45968435	58.99434706	39.99329558
T38079	C4H7NO4				180.8421206	203.0380823	201.3328731
T38079	C6H13N3O3				55.85414127	63.58640632	59.28747644
T38079	C6H9N3O2				9.804297967	8.353137797	8.726999003
T38079	C5H11O7P	2.289492536	2.58904897	2.243576419			
T38079	C8H11NO3				2.098534224	3.205193492	2.835172562
T38079	C8H14N2O5S				2.944073504	2.075108773	2.951568219
T38079	C3H6O3	7.679893562	7.095242448	8.239130253			
T38079	C2H5NO2				32.53647547	114.0545997	44.70591606
T38079	C6H11NO3S				0.456953897	1.406908585	1.274736391
T38079	C3H4O3	6.269222982	3.667233418	6.730659873			
T38079	C20H31N3O19P2						
T38079	C7H11NO5				47.92172815	46.8331677	42.33595344
T38079	C6H12O6	4.630692303	5.184911649	4.644279439			
T38079	C11H19NO8				0.343548864		
T38079	C5H8O5	8.969247459	9.49079008	9.19632534			
T38079	C5H11NO2				304.8342784	350.1451514	330.1404363
T38079	C11H18N2O7				13.59848145	17.47955169	13.56045934
T38079	C3H4O4	2.100558547	0.938489406	1.349784443			
T38079	C5H5NO2				26.64927952	20.78847439	26.07689939
T38079	C6H8O7	114.3426011	109.695164	103.3022788			
T38079	C6H10O3	9.60680635	9.48760545	9.728139132			
T38079	C3H5NO2				16.11472409	19.24737145	20.81324845
T38079	C3H4O2	1.44428842	1.142541856	0.957080006			
T38079	C6H13NO2				296.3163194	338.0935334	334.1932843
T38079	C5H9NO5				18.8168853	30.30052617	22.0761282
T38079	C5H10O4	9.752415078	12.11575618	10.58392575			
T38079	C7H10O4	3.019717183	3.534019151	3.834621103			
T38079	C10H13N5O4				2.05224239	3.125728435	2.569256632
T38079	C5H9NO2				39.11799015	48.21930152	40.6797955
T38079	C11H12N2O2				8.640131903	8.567308511	8.991921826
T38079	C3H7NO3				1501.465011	1300.795043	1379.693044
T38079	C6H6O6	5.978091604	5.66144421	6.837624082			
T38079	C6H12O4	1.207180158	3.135859943	2.647069109			
T38079	C5H8O4	3.115264445	3.38002866	3.119779794			
T38079	C9H15N4O8P				13.42161194	15.25440563	14.56312821
T38079	C9H11NO3				34.50485333	32.96351176	39.22764752
T38079	C4H6O3	5.293344241	7.066587155	6.931343284			
T38079	C3H6O4	65.88037842	56.21667243	55.71142089			
T38079	C5H9NO4	633.6610501	817.7658472	746.6244118			
T38079	C9H16N2O5				12.50290546	24.41611596	14.13364557
T38079	C6H11NO4				14.06572691	10.86649176	12.8404795
T38079	C5H7NO3				28.05939093	38.55077188	32.5157795
T38079	C15H22N6O5S				6.893346691	8.390625337	8.394583903
T38079	C4H4O4	2.35770423	2.646039858	2.620234011			
T38079	C4H6O5	10.94674873	11.21458749	10.35874811			
T38079	C7H7NO2				2.617404312	3.355755684	4.22872688
T38079	C11H15N5O3S				38.06100159	47.58169653	55.73587699
T38079	C5H6O5	14.56029443	22.59229394	22.372644			
T38079	C3H7NO2				177.7550022	198.5451706	199.6136553
T38079	C7H12O5	21.73113627	28.59037124	26.95616958			
T38079	C7H14N2O3				9.1040787	11.94075156	8.761462884
T38079	C5H8N2O5				10.98196743	9.760794841	12.2250175
T38079	C4H9NO3				9.74184126	18.31516833	13.51864381
T38079	C7H10O7	3.259487499	3.553930299	3.652917508			
T38079	C4H6O4	9.215973582	6.031256958	11.18632091			
T38079	C6H13O9P	273.5101004	339.9517035	322.220368			
T38079	C6H14N2O2				14.06117148	16.08112325	17.01460202
T38079	C5H4N4O				1.734608643	3.531655082	4.558377972
T38079	C4H7NO2				509.4413045	618.8525291	585.052547
T38079	C8H11NO				4.431498575	4.305877845	4.70168227
T38079	C4H9NO2				43.14939104	37.3432861	41.02846995
T38079	C8H13NO5				8.930708187	6.454365601	8.582151263
T38079	C9H11NO2				164.7200559	202.8739133	190.7110262
T38079	C5H10N2O3	4.880931711	8.256227082	7.157000946			
T38079	C6H11NO3				76.55509795	45.00186463	77.37306774
T38079	C5H8N2O2						0.301690859
T38079	C6H10O5	25.42206367	24.83770532	25.86616133			
T38079	C9H10O4	0.324236208	0.324270013	0.769936806			
T52373	C9H15N4O8P				12.28467911	13.91917328	14.32182754
T52373	C5H8O4	2.720494734	2.464795605	2.046551941			
T52373	C6H12O4	5.709276022	2.770077935	6.867980314			
T52373	C6H6O6	7.944884722	5.663253408	10.30913449			
T52373	C3H7NO3				1146.789209	1094.02129	1072.110593
T52373	C5H9NO2				50.68407688	30.99485132	52.74004311
T52373	C11H12N2O2				9.761070933	6.690620901	7.710862891
T52373	C10H13N5O4				0.802404339	0.746855341	
T52373	C7H10O4	4.290554897	2.689848831	5.456811401			
T52373	C5H10O4	6.677183243	6.370254857	7.353924062			
T52373	C5H9NO5				37.61861648	22.5695618	40.87757542
T52373	C6H13NO2				330.3082372	267.9627856	388.9290983
T52373	C3H4O2	0.811498897	0.759600847	0.709758608			
T52373	C4H4O4	2.180839762	2.517032493	1.777919079			
T52373	C15H22N6O5S				8.184879753	5.574306083	9.552312928
T52373	C5H7NO3				46.14444736	31.53237026	45.11755404
T52373	C6H11NO4				11.43618667	12.14617887	10.59056006
T52373	C9H16N2O5				31.75269558	29.18908079	47.45992416
T52373	C5H9NO4	979.6830161	703.3936197	1080.065032			
T52373	C3H6O4	31.06281966	31.01041428	31.5103829			
T52373	C9H11NO3				39.43227233	27.64386882	39.21772531
T52373	C4H6O3	8.757325269	7.117869799	10.26718693			
T52373	C6H14N2O2				22.95672572	17.42072926	13.941649
T52373	C6H13O9P	239.4088847	153.6343824	251.0055437			
T52373	C4H6O4	5.942870271	6.262563811	6.406564667			
T52373	C7H10O7	4.103211695	2.716137562	5.177873215			
T52373	C4H9NO3				11.85325991	11.62457147	21.49737648
T52373	C5H8N2O5				12.26074979	9.767765029	14.63430488
T52373	C7H14N2O3				12.55832917	9.885768428	15.03951292
T52373	C7H12O5	31.18616968	24.37327563	46.39658749			
T52373	C3H7NO2				257.6119582	205.3963428	253.4809999
T52373	C5H6O5	30.34505395	24.3412212	36.90794616			
T52373	C7H7NO2				3.020004046	1.644950208	3.142295385
T52373	C11H15N5O3S				56.48268836	43.70662233	65.0827261
T52373	C4H6O5	11.53127869	11.92615721	12.23860479			
T52373	C5H8N2O2						
T52373	C6H11NO3				33.46149986	19.76639416	38.84326394
T52373	C9H10O4	1.196123433	0.747221594	1.462207583			
T52373	C5H10N2O3	10.50022558	6.974889612	10.70997057			
T52373	C6H10O5	21.7907275	20.07105377	16.35347215			
T52373	C9H11NO2				292.8507957	191.9953465	322.0928057
T52373	C8H13NO5					0.780096261	
T52373	C4H9NO2				39.14441431	35.64153826	41.57915388
T52373	C8H11NO				1.525689478	3.9168387	4.074485293
T52373	C4H7NO2				778.0657491	537.3181743	861.5286939
T52373	C5H4N4O				5.045662613	4.566949691	4.700185043
T52373	C6H11NO2				13.23893089	10.08957172	17.47026246
T52373	C5H6O4	2.078340999	1.680978928	1.475929547			
T52373	C7H8O6	1.098861192	1.440010646	1.321201807			
T52373	C6H12N2O3				37.37828775	28.45728263	41.98965398
T52373	C7H11NO4				10.20006804	7.22711354	10.14481895
T52373	C10H13N5O5				2.809888097	2.292084221	2.232434709
T52373	C7H14N2O4						
T52373	C6H10N2O3				11.06444129	8.524837079	11.83749451
T52373	C3H6N2				24.01751583	18.67916053	32.52222705
T52373	C6H13N3O3				72.79156757	59.29891516	79.39197936
T52373	C4H7NO4				276.5438937	196.7361119	306.676799
T52373	C5H12N2O2				31.77244737	24.89462787	35.57351295
T52373	C5H5N5				54.07623415	58.28266681	13.14471511
T52373	C6H14N4O2				29.77046796	22.19289891	31.00843323
T52373	C3H5O6P						
T52373	C3H7NO2S				9.227294072	7.522770227	16.98034168
T52373	C6H10O6	92.92711898	75.35767832	98.02595076			
T52373	C20H31N3O19P2	0.931878315	0.286519003	0.616543635			
T52373	C3H4O3	3.163796509	2.576598758	6.155855489			
T52373	C6H11NO3S				7.279149416	2.950317922	6.692806046
