Mutant	Formula	Neg_R1	Neg_R2	Neg_R3	Pos_R1	Pos_R2	Pos_R3
H27930	C4H4O4	2.263028561	2.269688851	2.031802744			
H27930	C5H7NO3				29.29363848	29.01148452	30.27136546
H27930	C15H22N6O5S				9.01872194	9.431266886	9.450582542
H27930	C6H11NO3S				0.857762461	0.80385544	0.641953722
H27930	C2H5NO2				97.59340388	68.23051226	97.33839054
H27930	C3H6O3	3.619345651	7.266080895	2.46609728			
H27930	C8H11NO3				3.219899885	3.4119721	3.301510035
H27930	C8H14N2O5S				7.07190429	9.63232827	7.38415957
H27930	C6H9N3O2				7.474642478	4.650251964	7.88332247
H27930	C5H11O7P	1.628218732	1.473003837	1.954807931			
H27930	C3H4O3	4.580361516	2.547511759	5.107831536			
H27930	C20H31N3O19P2						
H27930	C3H4O4	1.816520119	1.035599457	0.842394178			
H27930	C5H8O5	19.28031381	19.83777991	19.96534271			
H27930	C11H19NO8				0.351035117		
H27930	C6H12O6	3.981666411	3.76189162	3.67042781			
H27930	C5H11NO2				306.4801989	333.0325658	322.2089777
H27930	C11H18N2O7				17.91713468	20.62614257	16.92996116
H27930	C7H11NO5				60.98247684	66.87670432	59.26482661
H27930	C3H5NO2				26.25204628	28.61409354	25.42446736
H27930	C6H8O7	132.1810318	130.7905583	157.0541404			
H27930	C6H10O3	10.21649841	10.10538385	9.694269053			
H27930	C5H5NO2				15.73598076	16.62375123	15.44196364
H27930	C7H11NO4				6.86329502	5.73351882	5.635899385
H27930	C10H13N5O5				2.602076544	2.446213524	2.149664531
H27930	C7H14N2O4				0.771758939	0.4961955	
H27930	C6H12N2O3				47.61061755	47.45921261	45.20169391
H27930	C3H6N2				16.9773578	18.3399878	19.37691221
H27930	C6H10N2O3				4.649622306	5.821438975	8.149858149
H27930	C6H11NO2				35.8578235	35.28285005	35.77798791
H27930	C5H6O4	2.690346865	2.811904299	2.606609825			
H27930	C7H8O6	1.387136797	1.09444995	1.270081561			
H27930	C3H7NO2S				15.15990994	15.85739969	17.00170247
H27930	C6H10O6	78.03176914	83.13032702	90.95940566			
H27930	C4H7NO4				318.5758758	319.406085	301.3880318
H27930	C6H13N3O3				41.144712	52.44950915	49.44701796
H27930	C6H14N4O2				18.62129884	27.64960585	21.12167877
H27930	C5H12N2O2				21.3476568	22.76599094	21.09227813
H27930	C5H5N5				15.90841316	19.80952398	18.03213039
H27930	C3H5O6P	1.714704597	1.248185851	1.156717821			
H47921	C6H11NO3				45.85264304	33.18308051	23.85808728
H47921	C5H10N2O3	14.95529172	6.19937924	4.46536106			
H47921	C5H8N2O2						
H47921	C6H10O5	22.09179778	22.35156146	25.74253476			
H47921	C9H10O4	2.050184726	0.318797327				
H47921	C9H11NO2				322.5195661	141.8142875	93.47055753
H47921	C8H11NO				4.180140392	4.549120224	3.964041889
H47921	C4H9NO2				59.07968563	32.6268524	23.16371593
H47921	C8H13NO5						0.428520954
H47921	C5H4N4O				5.621569757	4.882840004	3.483290774
H47921	C4H7NO2				883.7934683	383.4488247	262.3638332
H47921	C6H13O9P	494.7149491	227.1008935	161.7719624			
H47921	C6H14N2O2				29.28338823	17.7724451	14.92939445
H47921	C5H8N2O5				43.69589826	21.36020228	17.89170363
H47921	C4H9NO3				14.00216751	7.597922095	7.891260943
H47921	C7H10O7	10.67654209	5.802826225	3.351150634			
H47921	C4H6O4	7.280327729	7.723469951	5.599774459			
H47921	C3H7NO2				424.3401347	200.2234134	145.8190913
H47921	C7H12O5	32.89032234	19.65699099	12.64086534			
H47921	C7H14N2O3				16.46808228	7.60667815	6.087305311
H47921	C4H6O5	11.78917595	11.57063903	10.24253467			
H47921	C7H7NO2				5.204414924	3.0776757	1.744040614
H47921	C11H15N5O3S				60.02248305	39.39786066	29.66132494
H47921	C5H6O5	27.39507674	14.21875586	12.34107231			
H47921	C4H4O4	2.214435072	3.448446984	3.301763828			
H47921	C5H7NO3				58.83081959	28.29659888	22.15404711
H47921	C15H22N6O5S				10.83245383	7.388405794	4.326787286
H47921	C9H16N2O5				55.12945463	24.15807647	16.13292719
H47921	C6H11NO4				15.38198463	13.13990338	11.42057212
H47921	C9H11NO3				78.21581334	33.2438998	23.531642
H47921	C4H6O3	8.115453665	4.091897008	3.90591386			
H47921	C5H9NO4	1126.501977	538.6938338	378.2013197			
H47921	C3H6O4	7.284847312	5.523308887	4.756707939			
H47921	C9H15N4O8P				13.2755061	18.06372185	19.29234295
H47921	C5H8O4	2.536789116	2.485274058	2.972468612			
H47921	C3H7NO3				1370.849031	1228.690499	1241.203905
H47921	C6H6O6	6.784715703	5.908951723	3.599914489			
H47921	C6H12O4	3.123965877	1.08992323	0.674832952			
H47921	C7H10O4	4.238746756	2.246606705	1.309829841			
H47921	C10H13N5O4				1.096834212	0.718300456	1.090801068
H47921	C5H9NO2				80.63106109	34.83605146	20.95076506
H47921	C11H12N2O2				20.38606905	8.523270596	6.279332207
H47921	C3H4O2	1.470527722	1.654711848	1.794232873			
H47921	C6H13NO2				568.2507175	216.2317848	265.7204476
H47921	C5H9NO5				42.22298016	15.88675297	13.82701438
H47921	C5H10O4	2.059269766	1.128296708	0.307102756			
H47921	C6H8O7	149.2005452	82.4540181	47.43115617			
H47921	C6H10O3	10.47466973	10.31294194	11.9830031			
H47921	C3H5NO2				34.03811761	17.94101655	14.5029835
H47921	C5H5NO2				27.91722728	24.68718156	28.30802019
H47921	C6H12O6	4.940245047	4.205650636	5.896460823			
H47921	C11H19NO8				1.620628834	1.551019666	0.423395942
H47921	C5H8O5	48.44931903	28.67292375	19.81445658			
H47921	C5H11NO2				660.940934	388.9149466	304.5524087
H47921	C11H18N2O7				36.35159632	10.38573539	5.972589316
H47921	C3H4O4	1.843737144	2.031020317	1.585115126			
H47921	C7H11NO5				146.7266454	62.09675854	35.04266759
H47921	C3H4O3	6.066836025	4.709417682	4.936174646			
H47921	C20H31N3O19P2						
H47921	C2H5NO2				174.8177017	116.6982614	73.6096301
H47921	C3H6O3	4.891162815	5.246515402	6.639356442			
H47921	C6H11NO3S				0.822297211	0.411494435	
H47921	C5H11O7P	4.720726682	2.623847552	2.386414018			
H47921	C6H9N3O2				18.5110637	6.138524331	4.242355012
H47921	C8H11NO3				3.469784764	2.741727893	4.546827892
H47921	C8H14N2O5S				14.42047019	3.194398736	0.903362817
H47921	C6H14N4O2				31.67380337	19.83021099	15.0654222
H47921	C5H12N2O2				38.30056285	21.69778785	15.3126416
H47921	C5H5N5				20.68051897	18.33411975	18.694377
H47921	C4H7NO4				432.7719731	217.6570337	160.1001691
H47921	C6H13N3O3				130.2187442	57.50428091	38.66888833
H47921	C3H5O6P						
H47921	C3H7NO2S				15.82503955	5.170298009	2.209614111
H47921	C6H10O6	110.6673188	83.34671552	71.76388855			
H47921	C6H11NO2				31.13296494	18.64123094	18.90841925
H47921	C5H6O4	3.019968951	2.758482362	1.654377983			
H47921	C7H8O6	2.074640728	1.224604361	1.741952811			
H47921	C7H11NO4				10.31786743	1.510366405	7.427230641
H47921	C10H13N5O5				2.568082146	1.784206191	2.900882184
H47921	C7H14N2O4				0.272754932		
H47921	C6H12N2O3				67.31663193	32.13495013	25.74774722
H47921	C3H6N2				20.16162394	22.23732787	36.51877586
H47921	C6H10N2O3				18.93404327	7.070476744	4.142243616
H5708	C4H7NO2				449.5688649	496.1648271	443.3837845
H5708	C5H4N4O				6.030279617	7.274773816	6.593957591
H5708	C4H9NO2				43.57900183	40.1695521	45.71554664
H5708	C8H13NO5				0.391321351	0.415233841	
H5708	C8H11NO				4.122703034	2.67278427	4.272495041
H5708	C9H11NO2				176.021307	186.446103	165.561939
H5708	C5H10N2O3	7.358225913	8.353792022	6.420791513			
H5708	C6H11NO3				12.03939426	15.72699286	20.3053468
H5708	C5H8N2O2					0.490923759	
H5708	C6H10O5	22.25607534	23.93942907	21.25742767			
H5708	C9H10O4	0.882578766	0.851000873	0.836431543			
H5708	C5H6O5	25.6717216	27.38716228	22.96725322			
H5708	C4H6O5	9.548643075	8.131442843	7.399119255			
H5708	C11H15N5O3S				33.94183299	37.86261199	34.09090347
H5708	C7H7NO2				4.485760727	4.624573862	7.021152044
H5708	C7H12O5	27.6907133	30.23551267	31.33455298			
H5708	C7H14N2O3				13.92833716	12.97244318	13.46339194
H5708	C3H7NO2				307.870483	312.8848169	305.6430138
H5708	C4H9NO3				14.66460811	14.64426576	9.913048093
H5708	C4H6O4	7.19494525	6.207364272	7.040162716			
H5708	C7H10O7	6.689803774	7.21546104	7.087317005			
H5708	C5H8N2O5				26.44060615	29.55130132	29.89229696
H5708	C6H14N2O2				15.63870566	21.56836663	15.84183489
H5708	C6H13O9P	293.3077643	320.1976098	350.1790131			
H5708	C5H9NO4	632.5092487	684.2263362	604.9104408			
H5708	C3H6O4	69.11094998	54.53944493	59.16530217			
H5708	C4H6O3	8.214178635	7.624783005	6.323123155			
H5708	C9H11NO3				42.32915544	50.82577141	43.80479268
H5708	C9H16N2O5				24.19519962	28.98141686	17.53674317
H5708	C6H11NO4				6.147600747	6.503634307	2.871812206
H5708	C5H7NO3				33.66513001	34.56985065	30.30568536
H5708	C15H22N6O5S				6.52631849	7.435936336	6.328137408
H5708	C4H4O4	2.906550142	2.411754687	2.891035213			
H5708	C6H13NO2				432.816193	597.796841	564.7057076
H5708	C5H10O4	21.0980884	23.57479009	21.83817433			
H5708	C5H9NO5				31.32225225	30.28896559	29.50950096
H5708	C3H4O2	0.788961815	1.171537026	0.854200423			
H5708	C5H9NO2				45.08646357	45.33993242	43.43386366
H5708	C11H12N2O2				9.942984879	11.00165132	7.638395709
H5708	C7H10O4	3.183232353	3.53310592	4.174129984			
H5708	C10H13N5O4				0.797220326	1.243841032	0.704633101
H5708	C6H12O4	2.348442712	3.316230897	2.564850248			
H5708	C3H7NO3				1258.220953	1309.921132	1447.570847
H5708	C6H6O6	5.959406542	6.00284067	7.85829501			
H5708	C9H15N4O8P				17.3061446	16.90622214	13.8074153
H5708	C5H8O4	2.761729803	3.096001672	3.060651507			
H5708	C7H11NO5				64.53130683	67.06157211	60.84514513
H5708	C3H4O4	1.1008709	0.662498892	1.258160358			
H5708	C11H19NO8				0.324035313	0.475715326	
H5708	C5H8O5	16.62583873	17.25466371	16.61814623			
H5708	C6H12O6	4.398961996	5.193484845	3.520620613			
H5708	C5H11NO2				873.2827225	914.6406222	915.4531591
H5708	C11H18N2O7				15.36864183	13.60186191	10.57035011
H5708	C5H5NO2				21.39241776	20.2540334	15.27559408
H5708	C3H5NO2				19.66632611	19.40870228	24.26275643
H5708	C6H8O7	96.3765784	102.7975497	91.49300671			
H5708	C6H10O3	11.18374441	12.90501475	13.10828223			
H5708	C8H11NO3				1.338343401	2.532052408	1.385775752
H5708	C8H14N2O5S				7.436635962	7.210586396	9.198008136
H5708	C5H11O7P	4.385701007	4.396365544	4.113944586			
H5708	C6H9N3O2				7.055222295	6.62514971	6.6416591
H5708	C6H11NO3S				0.76098408	0.695765581	0.304038384
H5708	C2H5NO2				127.6568191	109.5183384	40.67401411
H5708	C3H6O3	4.209239851	3.58313897	4.716404765			
H5708	C3H4O3	3.478514109	3.999590111	7.472371378			
H5708	C20H31N3O19P2						
H5708	C6H10O6	120.5491042	127.5078555	131.7438604			
H5708	C3H7NO2S				12.2710418	14.66135765	13.02086994
H5708	C3H5O6P			0.325142635			
H5708	C4H7NO4				263.4002162	278.7121398	251.5799287
H5708	C6H13N3O3				50.55873719	66.58826072	51.871395
H5708	C6H14N4O2				20.02917651	18.8434464	23.62076886
H5708	C5H5N5				18.89955302	17.77871836	18.73688289
H5708	C5H12N2O2				19.68563238	16.37684286	14.35153929
H5708	C6H10N2O3				7.102506016	7.793270917	5.690238343
H5708	C3H6N2				19.7546195	20.17654848	23.49442656
H5708	C10H13N5O5				2.709651927	1.425528854	2.875066473
H5708	C7H11NO4				7.389425133	3.44933932	7.237527137
H5708	C7H14N2O4				0.259930054		0.48672478
H5708	C6H12N2O3				46.38370087	49.32607466	46.60690327
H5708	C7H8O6	1.269872588	1.590187021	1.320008223			
H5708	C5H6O4	2.000706561	2.727759192	3.191560149			
H5708	C6H11NO2				25.47851812	28.09699143	24.89614491
M1608	C6H9N3O2				12.7138523	9.209240846	7.919465398
M1608	C5H11O7P	2.377175554	1.669691129	1.853989841			
M1608	C8H14N2O5S				7.471648297	6.099496493	8.081654427
M1608	C8H11NO3				2.689150191	1.65713459	2.246499662
M1608	C2H5NO2				81.12859886	44.90191531	63.35862897
M1608	C3H6O3	9.541544469	10.83493641	3.241279459			
M1608	C6H11NO3S				0.4675615	0.496742418	0.347058198
M1608	C20H31N3O19P2						
M1608	C3H4O3	6.822838593	5.434682034	6.355111983			
M1608	C7H11NO5				39.82560926	27.07003411	40.71687002
M1608	C5H11NO2				356.713578	270.3510822	339.673078
M1608	C11H18N2O7				22.54647417	12.05461578	15.09020295
M1608	C6H12O6	5.664760206	5.646203271	5.026346152			
M1608	C11H19NO8				0.593541473		0.605352332
M1608	C5H8O5	50.8103017	39.43476403	49.70320253			
M1608	C3H4O4	1.688136518	1.847751744	1.521862107			
M1608	C5H5NO2				33.48505165	28.51056369	26.18924028
M1608	C6H10O3	13.05766042	12.57782727	11.87179518			
M1608	C6H8O7	110.4731033	92.79334234	103.9633186			
M1608	C3H5NO2				16.48851783	16.30182611	16.11893556
M1608	C3H6N2				24.17274644	44.88974018	20.64916464
M1608	C6H10N2O3				7.35311141	3.492128121	4.032766815
M1608	C6H12N2O3				43.65378237	33.08856986	38.55563218
M1608	C10H13N5O5				3.394382458	1.429465651	3.458523077
M1608	C7H14N2O4				0.580827302		0.523970775
M1608	C7H11NO4				8.382460099	7.986117539	7.248890881
M1608	C5H6O4	8.972870349	6.671697353	8.040138851			
M1608	C7H8O6	1.351161568	1.46800074	1.329317466			
M1608	C6H11NO2				30.18965483	25.8540236	29.47532635
M1608	C6H10O6	105.0940062	98.19472815	95.19390126			
M1608	C3H7NO2S				12.95830275	9.82418154	11.01912285
M1608	C3H5O6P						
M1608	C5H5N5				20.39875169	20.36307935	23.67638198
M1608	C5H12N2O2				34.39023652	15.55738225	24.09016995
M1608	C6H14N4O2				30.64842784	18.31659715	21.80810408
M1608	C4H7NO4				243.6757529	180.2943858	218.5808771
M1608	C6H13N3O3				54.31192608	35.93889653	45.34151183
M1608	C7H7NO2				6.264976355	4.32827022	5.730717894
M1608	C11H15N5O3S				32.61675646	21.82867094	29.35006759
M1608	C4H6O5	12.70487819	16.03860391	11.96595017			
M1608	C5H6O5	28.88408964	22.10219545	22.62340342			
M1608	C3H7NO2				209.4607796	168.5192791	175.3571729
M1608	C7H12O5	26.95753703	18.65922452	24.24543543			
M1608	C7H14N2O3				8.073444675	6.124043544	7.015002869
M1608	C5H8N2O5				11.05199113	6.944055798	7.09006683
M1608	C7H10O7	3.332993939	2.682241521	2.960275752			
M1608	C4H6O4	8.876261218	6.966806278	8.728377416			
M1608	C4H9NO3				13.06347471	8.421390813	9.939331253
M1608	C6H13O9P	275.2640593	198.9544757	234.6134349			
M1608	C6H14N2O2				25.06832074	22.82243224	24.4595061
M1608	C5H4N4O				4.056940329	3.790610223	3.14082653
M1608	C4H7NO2				520.3035785	360.1704353	467.3133964
M1608	C8H11NO				4.646575011	5.439443536	3.680081478
M1608	C8H13NO5				0.416157133	0.406663836	
M1608	C4H9NO2				28.31170922	19.73678036	53.86418273
M1608	C9H11NO2				182.7849893	132.8650937	164.2682558
M1608	C6H10O5	28.28191043	31.54784949	25.61137678			
M1608	C6H11NO3				10.58795681	13.23994529	18.31896302
M1608	C5H8N2O2						
M1608	C9H10O4	1.192931373	0.332358038	0.850203587			
M1608	C5H10N2O3	11.4280216	7.10345744	9.125349072			
M1608	C3H4O2	1.199517681	1.659551381	1.817690985			
M1608	C5H9NO5				36.21437335	22.60252	26.36353584
M1608	C5H10O4	1.991102757	0.978202369	1.865648098			
M1608	C6H13NO2				428.9290082	350.7932829	286.0089274
M1608	C10H13N5O4				1.778543745	2.132501416	2.423541759
M1608	C7H10O4	3.597272797	2.51320843	3.564468087			
M1608	C11H12N2O2				23.37966482	16.1474901	17.77640813
M1608	C5H9NO2				31.0529755	29.17146124	33.08992183
M1608	C6H6O6	4.32707609	3.853296098	4.984742706			
M1608	C3H7NO3				1369.429168	1407.643231	1336.432841
M1608	C6H12O4	5.514103402	3.251850424	3.21939583			
M1608	C9H15N4O8P				16.3742182	16.07743903	16.76914441
M1608	C5H8O4	2.804379663	2.75259989	2.037150941			
M1608	C4H6O3	8.120386705	6.041285004	6.396108411			
M1608	C9H11NO3				43.7480535	37.63724285	35.73597718
M1608	C5H9NO4	696.7883064	522.0731945	630.1163186			
M1608	C3H6O4	5.874354648	5.490254717	4.485079102			
M1608	C6H11NO4				6.179286701	5.462451838	5.596052577
M1608	C9H16N2O5				16.11531002	12.06326365	13.44582389
M1608	C15H22N6O5S				9.166904563	6.014262324	7.585327749
M1608	C5H7NO3				46.97140479	33.3287893	37.27337223
M1608	C4H4O4	2.421225874	3.405965411	2.722072817			
M37351	C6H13O9P	368.531507	416.9237223	391.7264157			
M37351	C6H14N2O2				20.33107348	22.90185822	23.85987412
M37351	C5H8N2O5				23.31818244	26.27677619	30.66301184
M37351	C7H10O7	5.215108616	6.005156381	6.255579809			
M37351	C4H6O4	7.039718312	7.208387509	6.950344607			
M37351	C4H9NO3				14.37945895	11.89879023	12.88619313
M37351	C3H7NO2				296.0681325	295.0747891	354.9391945
M37351	C7H12O5	26.56520171	36.05024094	35.19574455			
M37351	C7H14N2O3				14.30483213	13.61932247	12.81584407
M37351	C11H15N5O3S				36.02381854	36.64306406	35.50727735
M37351	C7H7NO2				5.744418486	6.221390055	6.957924156
M37351	C4H6O5	8.218029365	6.153658811	10.5571857			
M37351	C5H6O5	19.3148847	19.97086987	15.37477162			
M37351	C5H8N2O2						
M37351	C6H11NO3				11.41717045	18.64155436	16.87072438
M37351	C6H10O5	17.39917246	11.43051144	9.951270648			
M37351	C5H10N2O3	8.585222226	8.730558164	8.467093533			
M37351	C9H10O4	0.943088396	0.779519925	0.670383987			
M37351	C9H11NO2				148.1871466	139.4965478	149.2607781
M37351	C8H11NO				3.16830988	3.086731975	3.731212014
M37351	C8H13NO5						
M37351	C4H9NO2				41.9862236	39.83959446	59.4733376
M37351	C5H4N4O				5.224979249	3.918928835	6.198932473
M37351	C4H7NO2				535.2385799	507.2256869	530.6843507
M37351	C5H8O4	1.94055228	0.655175136	0.811571313			
M37351	C9H15N4O8P				9.622474565	9.31604537	10.11815842
M37351	C6H6O6	6.186342141	10.97638399	10.79925203			
M37351	C3H7NO3				993.7838093	1092.735909	1060.195892
M37351	C6H12O4	2.254969106	3.965594651	3.612144771			
M37351	C10H13N5O4				3.197842077	3.638956154	4.813244204
M37351	C7H10O4	3.31698689	5.009252305	4.942042377			
M37351	C5H9NO2				52.24623452	45.03157922	53.3927154
M37351	C11H12N2O2				17.44036524	17.36102435	19.03195592
M37351	C3H4O2	1.031067204	0.593735218	0.581264149			
M37351	C5H10O4	17.10074874	18.11760264	16.84838185			
M37351	C5H9NO5				27.67993626	28.54468193	24.26067306
M37351	C6H13NO2				387.475679	383.0306923	435.2759948
M37351	C4H4O4	2.168711552	1.667508316	1.447307348			
M37351	C15H22N6O5S				7.927386108	7.097984316	7.223636859
M37351	C5H7NO3				36.39220671	34.37909703	35.15257094
M37351	C6H11NO4				4.435521747	2.264464135	3.021973303
M37351	C9H16N2O5				27.32600889	21.01318009	21.84402818
M37351	C4H6O3	5.42466027	5.421393804	4.37437257			
M37351	C9H11NO3				55.18765075	56.54104027	59.68397382
M37351	C5H9NO4	711.2642741	686.4525288	686.1838472			
M37351	C3H6O4	119.4594449	172.1291767	201.272223			
M37351	C20H31N3O19P2						
M37351	C3H4O3	4.007956087	4.009342945	3.820837			
M37351	C3H6O3	2.315141037	3.143590294	8.202984181			
M37351	C2H5NO2				94.49904174	45.93744867	55.2434357
M37351	C6H11NO3S				0.583176698	0.2603231	0.143360865
M37351	C5H11O7P	2.477173129	4.133014445	4.204119275			
M37351	C6H9N3O2				6.281326431	7.288043716	6.594242999
M37351	C8H14N2O5S				5.31127961	4.486836248	6.332363699
M37351	C8H11NO3				1.554894576	1.109428518	2.56059965
M37351	C6H10O3	9.668128618	9.213609357	8.73032954			
M37351	C6H8O7	92.89425723	105.3701764	109.5522789			
M37351	C3H5NO2				20.10350649	20.08820444	23.34775927
M37351	C5H5NO2				17.73715862	9.798370137	12.9280398
M37351	C5H11NO2				976.2845955	1034.711345	1263.912432
M37351	C11H18N2O7				21.55255145	15.71079197	16.63072196
M37351	C11H19NO8					0.246903845	
M37351	C6H12O6	4.06248656	2.293883351	2.728618862			
M37351	C5H8O5	13.5185661	18.43689716	20.12626019			
M37351	C3H4O4	1.045974587	1.125054973	1.221767967			
M37351	C7H11NO5				81.15448667	87.99108633	92.56540072
M37351	C6H11NO2				27.26689582	24.50874964	27.49123782
M37351	C7H8O6	1.191224929	0.694125957	0.611950041			
M37351	C5H6O4	3.444553512	2.714813576	4.476283827			
M37351	C6H12N2O3				42.66309962	40.29202056	45.42344103
M37351	C10H13N5O5				2.828375675	1.68119554	3.027859794
M37351	C7H14N2O4						1.335588521
M37351	C7H11NO4				5.290608644	5.545006421	5.41499529
M37351	C3H6N2				16.83968159	19.47631348	17.86671128
M37351	C6H10N2O3				7.419859398	8.194026846	11.16567734
M37351	C5H5N5				16.84453199	18.27230264	16.38039299
M37351	C5H12N2O2				23.6898565	22.46526377	22.277671
M37351	C6H14N4O2				24.57943514	20.20418342	19.34780853
M37351	C6H13N3O3				68.22137029	63.90339403	68.07753117
M37351	C4H7NO4				261.5909667	262.9265694	282.5588437
M37351	C3H5O6P	0.318645811	1.47824127	0.281263005			
M37351	C3H7NO2S				10.86056302	13.20357667	12.45959702
M37351	C6H10O6	99.52171629	113.3584991	107.6184646			
M6075	C8H13NO5						
M6075	C4H9NO2				42.7490615	38.71780317	48.29137283
M6075	C8H11NO				3.740272863	3.870357361	3.58799973
M6075	C4H7NO2				524.5538196	482.6098173	560.8485728
M6075	C5H4N4O				4.763872563	4.549071071	4.85735012
M6075	C6H11NO3				27.60565902	18.83212553	34.11249339
M6075	C5H10N2O3	9.887717058	9.124367908	9.692438025			
M6075	C5H8N2O2						
M6075	C6H10O5	19.0798689	14.44070752	17.34798374			
M6075	C9H10O4	0.940137955	0.658865266	1.034246842			
M6075	C9H11NO2				215.3527064	187.0506197	214.7108869
M6075	C7H14N2O3				15.53060868	12.7354269	12.74327644
M6075	C7H12O5	25.54579633	31.30636049	35.87361419			
M6075	C3H7NO2				265.068621	207.8359064	231.2565314
M6075	C5H6O5	20.43934533	21.3332997	20.85255944			
M6075	C11H15N5O3S				38.5041204	36.91978545	43.61493722
M6075	C7H7NO2				2.903006636	5.144275321	6.255801276
M6075	C4H6O5	8.747611965	6.110647005	9.675804859			
M6075	C6H14N2O2				23.31595924	22.50977878	22.0635234
M6075	C6H13O9P	305.4000879	331.9856638	315.4520379			
M6075	C4H6O4	5.714375997	5.870149526	6.884091864			
M6075	C7H10O7	6.900149982	8.229752218	7.285827			
M6075	C4H9NO3				13.92215648	14.66406725	13.49099593
M6075	C5H8N2O5				32.02351463	27.60660778	23.07831478
M6075	C6H11NO4				6.456150489	8.442206747	7.436039559
M6075	C9H16N2O5				28.36818849	24.93253203	25.33290144
M6075	C5H9NO4	689.1550208	660.3785542	744.2581533			
M6075	C3H6O4	51.31267179	40.6948275	51.84849505			
M6075	C9H11NO3				62.51113277	45.91573633	56.14222788
M6075	C4H6O3	5.634352691	5.837500586	5.85433809			
M6075	C4H4O4	2.077466026	1.992319568	2.072432713			
M6075	C15H22N6O5S				8.187945174	8.844045971	9.207320877
M6075	C5H7NO3				38.45032347	31.81021763	34.54146669
M6075	C5H9NO2				47.66680169	42.77906424	52.44845282
M6075	C11H12N2O2				12.55114195	8.915097449	9.469623106
M6075	C10H13N5O4				1.853965952	1.949608032	3.525789165
M6075	C7H10O4	3.186995173	4.379487501	4.337249845			
M6075	C5H10O4	10.68454636	10.13958949	13.07635531			
M6075	C5H9NO5				27.50836765	27.53350033	26.48258254
M6075	C6H13NO2				520.5985647	375.8748436	467.6549979
M6075	C3H4O2	1.180953972	0.708293343	0.90703697			
M6075	C5H8O4	2.502412941	1.880024369	2.169834884			
M6075	C9H15N4O8P				12.26054414	12.22918248	12.97566702
M6075	C6H12O4	5.893632085	6.467214587	6.558499895			
M6075	C6H6O6	3.600236889	5.307133736	5.487962216			
M6075	C3H7NO3				1087.389984	1029.262194	1054.863599
M6075	C3H4O4	1.125029634	0.668125583	1.078177575			
M6075	C11H18N2O7				14.58711398	13.47252431	17.40145001
M6075	C5H11NO2				1012.299597	947.3046365	805.5618671
M6075	C11H19NO8				0.301235176	0.32326617	0.342932064
M6075	C5H8O5	15.15817757	17.80027675	16.98682699			
M6075	C6H12O6	4.413870838	3.383200784	3.358122857			
M6075	C7H11NO5				68.23669519	65.15660535	72.22313663
M6075	C3H5NO2				26.70743576	22.79537559	25.37630066
M6075	C6H10O3	9.080152231	9.749285383	7.38844179			
M6075	C6H8O7	88.38084871	82.69087655	96.4929671			
M6075	C5H5NO2				17.37652707	13.01762585	15.28559581
M6075	C6H11NO3S				0.564359835	0.866176553	1.401322821
M6075	C2H5NO2				122.1269068	92.37297588	90.39215837
M6075	C3H6O3	6.533225664	3.876686592	14.04440802			
M6075	C8H14N2O5S				4.924551358	5.884836693	7.519314379
M6075	C8H11NO3				1.066796777	2.324772868	0.473072752
M6075	C5H11O7P	3.498929688	3.733675651	4.429320344			
M6075	C6H9N3O2				12.90085325	6.319757613	7.94877078
M6075	C20H31N3O19P2						
M6075	C3H4O3	3.040085793	5.436225719	4.351430273			
M6075	C3H7NO2S				10.22162851	12.90845949	12.38506804
M6075	C6H10O6	98.84240892	100.0099934	113.7464655			
M6075	C4H7NO4				340.3280136	300.9652108	297.7965152
M6075	C6H13N3O3				60.12217349	56.11282403	65.36665144
M6075	C5H12N2O2				25.28363737	18.18146127	20.42268901
M6075	C5H5N5				12.69208437	15.64001973	14.1005111
M6075	C6H14N4O2				28.72359388	18.65305727	26.58551107
M6075	C3H5O6P	0.276092536	0.629880128				
M6075	C6H12N2O3				40.51345983	38.95154451	37.61028207
M6075	C7H14N2O4						0.483073379
M6075	C10H13N5O5				2.329932242	2.720864714	3.352124388
M6075	C7H11NO4				1.540712255	6.804235464	7.596943892
M6075	C3H6N2				17.33945186	17.20847605	19.82930464
M6075	C6H10N2O3				11.75550015	7.65953422	7.784730232
M6075	C6H11NO2				22.6408751	21.59820256	21.77637684
M6075	C7H8O6	1.127935698	1.28224952	0.911271673			
M6075	C5H6O4	3.204578771	3.441135878	3.254514758			
M74707	C6H12O4	4.407904902	7.235043887	7.70567812			
M74707	C6H6O6	5.025510801	4.019370598	6.489807529			
M74707	C3H7NO3				1322.469323	1011.845709	1090.973852
M74707	C5H8O4	1.134680941	2.20221083	2.15867356			
M74707	C9H15N4O8P				9.509225085	14.15680879	10.65738033
M74707	C5H10O4	4.482393025	3.598691566	4.574068753			
M74707	C5H9NO5				28.07617465	36.71511193	36.28265279
M74707	C6H13NO2				333.4636098	320.5161593	315.5763152
M74707	C3H4O2	0.703194863	1.367607909	0.694001807			
M74707	C11H12N2O2				13.47876378	10.93425606	13.93762154
M74707	C5H9NO2				44.9803339	41.81151725	56.30934804
M74707	C10H13N5O4				0.631200568	0.265607154	1.006297721
M74707	C7H10O4	2.719114697	2.361962232	3.279455967			
M74707	C15H22N6O5S				5.801138935	8.196310799	8.114886378
M74707	C5H7NO3				36.86558118	37.44690378	40.92226714
M74707	C4H4O4	1.915056676	2.004707264	1.888872074			
M74707	C5H9NO4	823.8977264	785.7611644	955.0700767			
